"Code","Gene","Header","Species","Taxonomy","Classification"
"Dreri","LIM","Dreri_B0R107_LIM_homeobox_2b","Danio rerio","Chordata","Bilateria"
"Dreri","LIM","Dreri_E9QBI8_LIM_homeobox_2a","Danio rerio","Chordata","Bilateria"
"Hsapi","LIM","Hsapi_P50458_LIM_homeobox_protein_Lhx2","Homo sapiens","Chordata","Bilateria"
"Dreri","LIM","Dreri_Q1LWV4_LIM_homeobox_protein_Lhx9","Danio rerio","Chordata","Bilateria"
"Hsapi","LIM","Hsapi_Q9NQ69_LIM_homeobox_protein_Lhx9","Homo sapiens","Chordata","Bilateria"
"Dreri","LIM","Dreri_Q6TEN0_ISL1_transcription_factor_LIM_homeodomain","Danio rerio","Chordata","Bilateria"
"Dreri","LIM","Dreri_P53405_Insulin_gene_enhancer_protein_isl_1","Danio rerio","Chordata","Bilateria"
"Hsapi","LIM","Hsapi_P61371_Insulin_gene_enhancer_protein_ISL_1","Homo sapiens","Chordata","Bilateria"
"Dreri","LIM","Dreri_P53406_Insulin_gene_enhancer_protein_isl_2a","Danio rerio","Chordata","Bilateria"
"Dreri","LIM","Dreri_P53407_Insulin_gene_enhancer_protein_isl_2b","Danio rerio","Chordata","Bilateria"
"Hsapi","LIM","Hsapi_Q96A47_Insulin_gene_enhancer_protein_ISL_2","Homo sapiens","Chordata","Bilateria"
"Dreri","CERS","Dreri_Q7T3F1_Ceramide_synthase_5","Danio rerio","Chordata","Bilateria"
"Hsapi","CERS","Hsapi_Q8N5B7_Ceramide_synthase_5","Homo sapiens","Chordata","Bilateria"
"Dreri","CERS","Dreri_F1QPF3_Ceramide_synthase_6","Danio rerio","Chordata","Bilateria"
"Hsapi","CERS","Hsapi_Q6ZMG9_Ceramide_synthase_6","Homo sapiens","Chordata","Bilateria"
"Dreri","CERS","Dreri_E7F9X7_Ceramide_synthase_2_like","Danio rerio","Chordata","Bilateria"
"Dreri","CERS","Dreri_Q90YY7_Ceramide_synthase_2a","Danio rerio","Chordata","Bilateria"
"Hsapi","CERS","Hsapi_Q96G23_Ceramide_synthase_2","Homo sapiens","Chordata","Bilateria"
"Dreri","CERS","Dreri_A0A8M2B5Y1_Uncharacterized_protein_LOC100141367_isoform_X1","Danio rerio","Chordata","Bilateria"
"Dreri","CERS","Dreri_A0A140LFW4_Ceramide_synthase_3_isoform_X1","Danio rerio","Chordata","Bilateria"
"Hsapi","CERS","Hsapi_Q8IU89_Ceramide_synthase_3","Homo sapiens","Chordata","Bilateria"
"Dreri","CERS","Dreri_A0A8M2BAR8_Ceramide_synthase_2_like","Danio rerio","Chordata","Bilateria"
"Dreri","CERS","Dreri_Q90YY6_Ceramide_synthase_4","Danio rerio","Chordata","Bilateria"
"Hsapi","CERS","Hsapi_Q9HA82_Ceramide_synthase_4","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M9PGB2_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P78424_POU_domain_class_6_transcription_factor_2","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_P31367_POU_domain_class_6_transcription_factor_1","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q14863_POU_domain_class_6_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q6TGI4_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P28069_Pituitary_specific_positive_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q7SZN6_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q01851_POU_domain_class_4_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q90435_POU_domain_class_4_transcription_factor_3","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q15319_POU_domain_class_4_transcription_factor_3","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q6XZH1_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q12837_POU_domain_class_4_transcription_factor_2","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_A1A5W2_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_P56224_POU_domain_class_3_transcription_factor_3_A","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_P79745_POU_domain_class_3_transcription_factor_3_B","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P20264_POU_domain_class_3_transcription_factor_3","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q90482_POU_domain_class_3_transcription_factor_1","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q03052_POU_domain_class_3_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P49335_POU_domain_class_3_transcription_factor_4","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_P79746_POU_domain_class_3_transcription_factor_2","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_A2VD21_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P20265_POU_domain_class_3_transcription_factor_2","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_Q90270_POU_domain_class_5_transcription_factor_1","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M2B807_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q8N7G0_POU_domain_class_5_transcription_factor_2","Homo sapiens","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q06416_Putative_POU_domain_class_5_transcription_factor_1B","Homo sapiens","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q01860_POU_domain_class_5_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_O42276_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M2BFA0_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P14859_POU_domain_class_2_transcription_factor_1","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M3AT79_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M3B3B2_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_P09086_POU_domain_class_2_transcription_factor_2","Homo sapiens","Chordata","Bilateria"
"Dreri","POU","Dreri_A0A8M2BJD9_POU_domain_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","POU","Hsapi_Q9UKI9_POU_domain_class_2_transcription_factor_3","Homo sapiens","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q05066_Sex_determining_region_Y_protein","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6EJB7_Transcription_factor_Sox_3","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P41225_Transcription_factor_SOX_3","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q9DDD7_Transcription_factor_Sox_19b","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_P47792_Transcription_factor_Sox_19a","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6P0E1_Transcription_factor_Sox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P48431_Transcription_factor_SOX_2","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6DGL6_Transcription_factor_Sox_1a","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q2Z1R2_Transcription_factor_Sox_1b","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_O00570_Transcription_factor_SOX_1","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6RVD7_Transcription_factor_Sox_21_B","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q9Y651_Transcription_factor_SOX_21","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q32PP9_Transcription_factor_Sox_14","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_O95416_Transcription_factor_SOX_14","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_A0A8M3B7P4_Transcription_factor_Sox_14_like","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q7SZS1_Transcription_factor_Sox_21_A","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_O60248_Protein_SOX_15","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q7SZW4_Transcription_factor_SOX","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q9UN79_Transcription_factor_SOX_13","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_F8W2H3_SRY_box_containing_protein_6","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P35712_Transcription_factor_SOX_6","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_A0A8M9Q0N4_Transcription_factor_SOX_5_isoform_X1","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P35711_Transcription_factor_SOX_5","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6TEN5_SRY_box_7","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q9BT81_Transcription_factor_SOX_7","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q5PQZ5_SRY_box_17","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q9H6I2_Transcription_factor_SOX_17","Homo sapiens","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P35713_Transcription_factor_SOX_18","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_E7F9I2_SRY_box_transcription_factor_18","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q90XD1_HMG_box_transcription_factor_Sox10","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P56693_Transcription_factor_SOX_10","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q9DFH1_HMG_box_transcription_factor_Sox9b","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P48436_Transcription_factor_SOX_9","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q9DFH2_HMG_box_transcription_factor_Sox9a","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q52W08_SRY_box_containing_gene_8","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P57073_Transcription_factor_SOX_8","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_A0A0R4ITJ3_SRY_Sex_determining_region_Y_box_8a_isoform_X1","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q90Z46_Casanova","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6P0Z4_Transcription_factor_SOX","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q9I9C7_Transcription_factor_SOX","Danio rerio","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q9I9C8_Transcription_factor_SOX","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_P35716_Transcription_factor_SOX_11","Homo sapiens","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_O15370_Transcription_factor_SOX_12","Homo sapiens","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_Q06945_Transcription_factor_SOX_4","Homo sapiens","Chordata","Bilateria"
"Dreri","SOX","Dreri_Q6P2A2_Transcription_factor_SOX","Danio rerio","Chordata","Bilateria"
"Hsapi","SOX","Hsapi_O94993_Transcription_factor_SOX_30","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9DGM9_Homeobox_protein_VENTX","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9DG33_Homeobox_protein_VEGA","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_A8MTQ0_Homeobox_protein_notochord","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O95231_Homeobox_protein_VENTX","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A0G2KXF6_Aristaless_related_homeobox_b","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_O42115_Aristaless_related_homeobox_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q96QS3_Homeobox_protein_ARX","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P56915_Homeobox_protein_goosecoid","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A8M2BFC1_Short_stature_homeobox_protein_isoform_X1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O15266_Short_stature_homeobox_protein","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q7SZN8_Short_stature_homeobox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O60902_Short_stature_homeobox_protein_2","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q96IS3_Retina_and_anterior_neural_fold_homeobox_protein_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q801E1_Ventral_anterior_homeobox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9UIW0_Ventral_anterior_homeobox_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q801E0_Ventral_anterior_homeobox_1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q5SQQ9_Ventral_anterior_homeobox_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A8N7TAH9_Homeobox_protein_Nkx_3_1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q99801_Homeobox_protein_Nkx_3_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q804R0_Transcription_factor_LBX2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q6XYB7_Transcription_factor_LBX2","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P52954_Transcription_factor_LBX1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_E7FDX5_Transcription_factor_LBX1b","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q6ZM39_Ladybird_homeobox_1a","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_A5JNG8_Nanog","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P0DV77_Tetrapeptide_repeat_homeobox_protein_2","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9H9S0_Homeobox_protein_NANOG","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q8N7R0_Putative_homeobox_protein_NANOG2","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q6NSW7_Homeobox_protein_NANOGP8","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9IAV3_Hematopoietically_expressed_homeobox_protein_hhex","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q03014_Hematopoietically_expressed_homeobox_protein_HHEX","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q8JI11_T_cell_leukemia_homeobox_3b","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A0G2KH34_T_cell_leukemia_homeobox_protein_3_like","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q1LU90_Mesenchyme_homeobox_2b","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q92988_Homeobox_protein_DLX_4","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98878_Homeobox_protein_Dlx4b","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98879_Homeobox_protein_Dlx4a","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98877_Homeobox_protein_Dlx6a","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P56179_Homeobox_protein_DLX_6","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98875_Homeobox_protein_Dlx1a","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P56177_Homeobox_protein_DLX_1","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P56178_Homeobox_protein_DLX_5","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_P50576_Homeobox_protein_Dlx5a","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_P50574_Homeobox_protein_Dlx2a","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q07687_Homeobox_protein_DLX_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98876_Homeobox_protein_Dlx2b","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q01702_Homeobox_protein_Dlx3b","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O60479_Homeobox_protein_DLX_3","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q804S6_Homeobox_protein_EMX1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q04741_Homeobox_protein_EMX1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q568U8_Empty_spiracles_homeobox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q04743_Homeobox_protein_EMX2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q90263_Empty_spiracles_homeobox_3","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q503F2_Homeobox_protein_BarH_like_1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9HBU1_Homeobox_protein_BarH_like_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_F6NKZ9_BARX_homeobox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9UMQ3_Homeobox_protein_BarH_like_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98873_Homeodomain_protein_Nkx2_7","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98872_Homeobox_protein_Nkx_2_5","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P52952_Homeobox_protein_Nkx_2_5","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98871_Homeobox_protein_Nkx_2_3","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q8TAU0_Homeobox_protein_Nkx_2_3","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_A6NCS4_Homeobox_protein_Nkx_2_6","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O15522_Homeobox_protein_Nkx_2_8","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q75W95_NK1_transcription_factor_related_protein_1","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_B8A4P8_NK1_transcription_factor_related_2_like_a","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9UD57_NK1_transcription_factor_related_protein_2","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q15270_NK1_transcription_factor_related_protein_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A8M6Z5H7_Intestine_specific_homeobox_like","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q5BJA8_Homeobox_protein_Nkx_2_2","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A8M9P8T3_Homeobox_protein_Nkx_2_8","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q90481_Homeobox_protein_Nkx_2_2a","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_O95096_Homeobox_protein_Nkx_2_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q98TX4_Homeobox_protein_Nkx_2_1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P43699_Homeobox_protein_Nkx_2_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A8KB41_Homeobox_protein_Nkx_2_4_isoform_1","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9I8L7_Homeobox_protein","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9H2Z4_Homeobox_protein_Nkx_2_4","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_A8MZ59_Paired_like_homeodomain_transcription_factor_LEUTX","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_F1R3M6_NK3_homeobox_3","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q803Z6_Bagpipe_homeobox_transcription_factor_Bapx1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P78367_Homeobox_protein_Nkx_3_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q6DGK5_Homeobox_protein_Nkx_6_1","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_P78426_Homeobox_protein_Nkx_6_1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A0R4IY89_Homeobox_protein_Nkx_6_2","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q9C056_Homeobox_protein_Nkx_6_2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_F1RAI4_Homeobox_protein_Nkx_6_3","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_A6NJ46_Homeobox_protein_Nkx_6_3","Homo sapiens","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_Q6ZNG2_Homeobox_protein_DBX2","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9PTU0_Homeobox_protein_DBX1_B","Danio rerio","Chordata","Bilateria"
"Dreri","NKL","Dreri_Q9PTU1_Homeobox_protein_DBX1_A","Danio rerio","Chordata","Bilateria"
"Hsapi","NKL","Hsapi_A6NMT0_Homeobox_protein_DBX1","Homo sapiens","Chordata","Bilateria"
"Dreri","NKL","Dreri_A0A8M9PP76_Homeobox_protein_DBX2","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_Q9BQY4_Rhox_homeobox_family_member_2","Homo sapiens","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P0C7M4_Rhox_homeobox_family_member_2B","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q98SH9_Homeobox_protein_Hox_C1a","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_F1RCJ6_Motor_neuron_and_pancreas_homeobox_2b","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_B3DHA2_Homeo_box_HB9_like_a","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q6SYZ1_Homeodomain_protein_Hb9","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P50219_Motor_neuron_and_pancreas_homeobox_protein_1","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q8JI13_Homeobox_protein_Hox11","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P31314_T_cell_leukemia_homeobox_protein_1","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_A0A2R8QHC0_T_cell_leukemia_homeobox_2","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_Q99626_Homeobox_protein_CDX_2","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q8AXR4_Caudal_type_homeobox_1a","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_A5PLE8_Caudal_type_homeobox_1_b","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P47902_Homeobox_protein_CDX_1","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_A8KBT9_Caudal_type_homeo_box_transcription_factor_4","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_O14627_Homeobox_protein_CDX_4","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q9YGT0_Homeobox_protein_Hox_C12b","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P31275_Homeobox_protein_Hox_C12","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q90471_Homeobox_protein_Hox_D12a","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P35452_Homeobox_protein_Hox_D12","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q9DDU0_Homeobox_protein_Hox_A11a","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P31270_Homeobox_protein_Hox_A11","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q9DDU1_Homeobox_protein_Hox_A11b","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q58EL0_Homeobox_protein_Hox_C11a","Danio rerio","Chordata","Bilateria"
"Dreri","HOX","Dreri_A0A0R4IDM3_Homeobox_C11b","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_O43248_Homeobox_protein_Hox_C11","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q90470_Homeobox_protein_Hox_D11a","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P31277_Homeobox_protein_Hox_D11","Homo sapiens","Chordata","Bilateria"
"Dreri","HOX","Dreri_Q90469_Homeobox_protein_Hox_D10a","Danio rerio","Chordata","Bilateria"
"Hsapi","HOX","Hsapi_P28358_Homeobox_protein_Hox_D10","Homo sapiens","Chordata","Bilateria"
